17,17,17,17,0,0,0,0,6,0,0,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,17,17,19,0,0,0,0,8,8,8,8,8,8,8,17,17,17,17,17,17,17
17,17,17,17,0,0,0,0,0,6,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,0,17,17,17,17,17
17,17,18,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,8,8,8,0,0,0,17,17,18,17,17
17,17,17,17,17,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,17,17,17
17,17,17,17,17,0,0,0,0,0,6,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17
17,17,17,17,17,17,0,17,0,0,6,6,0,0,6,6,6,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,17,17,17
17,17,17,18,17,17,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,17,17
18,17,17,17,17,17,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17
17,17,17,17,17,17,17,0,0,0,6,0,0,0,0,17,0,0,17,17,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17
17,17,17,18,17,18,17,0,0,0,6,0,0,0,0,0,0,17,17,17,17,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,19,0,0,19,17,17,17
17,17,17,17,17,17,17,0,0,6,0,0,0,17,17,17,19,17,17,18,17,17,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,17,17,17
17,17,17,17,17,17,17,0,6,6,0,0,19,17,17,17,17,17,17,17,18,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17
17,17,17,17,17,17,17,0,6,0,19,17,17,18,17,18,17,17,17,17,17,17,18,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,17,17,17,17
17,17,17,18,17,17,0,0,6,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,17,17,17,17,18,17
17,17,17,17,17,0,0,0,6,0,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,0,0,0,0,0,0,17,19,0,0,0,17,17,17,17,17,17,18,17
17,17,18,17,0,0,0,6,6,0,18,17,17,18,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17
18,17,18,0,0,0,6,6,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17
